scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C218,Kera Suraksha Insurance Scheme,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The ‘Kera Suraksha Insurance Scheme’ is a comprehensive Group Personal Accident Insurance Scheme/ implemented by Coconut Development Board in association with Public Insurance companies for Coconut Tree Climbers/Neera Technicians/Coconut Harvesters.,
C219,Khadi Karigar Janashree Bima Yojana,central,Any,18,59,Any,Any,Any,Any,Self-employed,Any,Any,A group insurance scheme by MoMSME for khadi artisans (spinners and weavers). The scheme provides insurance cover against normal death/ accidental death and disability of the insured member.,
C220,Kisan Credit Card,central,Any,18,75,Any,Any,Any,Any,Farmer,Any,Any,The Kisan Credit Card (KCC) scheme was introduced in 1998 for issue of Kisan Credit Cards to farmers on the basis of their holdings for uniform adoption by the banks so that farmers may use them to readily purchase agriculture inputs and draw cash for their production needs.,
C221,Kisan Vikas Patra Scheme,central,Any,18,Any,Any,Any,Any,Any,Any,Any,Any,‘Kisan Vikas Patra Scheme’ was relaunched in the year 2014 by the Department of Economic Affairs/ Ministry Of Finance/ Government of India in view of the popular demand and to revitalize Small Savings. The amount invested in Kisan Vikas Patra (KYP) doubles in 115 months at the present rate.,
C222,Kishore Vaigyanik Protsahan Yojana,central,Any,16,18,Any,Any,Any,Any,Student,Any,Secondary,The KVPY is a national fellowship program in basic sciences/ initiated and funded by the Department of Science and Technology to attract exceptionally motivated students to pursue basic science courses and a research career in science.,
C223,Krishonnati Yojana - Sub Mission On Seed And Planting Material (SMSP),central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Sub-Mission on Seeds and Planting Material (SMSP) aims to increase the production of certified / quality seed/ increase SRR/ upgrade the quality of farm-saved seeds/ strengthen the seed multiplication chain/ promote new technologies and methodologies in seed production/ processing/ testing/ etc.,
C224,LLB Internship Programme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,Department of Justice introduced an Internship Programme for young law students. The purpose is to well acquaint law students in the field of research & referencing work/ in various specialized areas of justice delivery/ such as Tele-Law/ Nyaya Bandhu etc.,
C225,Land Ports Authority Of India (LPAI) Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Land Ports Authority of India (LPAI) is pleased to announce its annual internship program for the academic year 2025-26. This program provides a unique opportunity for students and research scholars from BBIN countries (Bhutan/ India/ Nepal/ and Bangladesh) to gain practical experience in LPAI,
C226,Livestock Health and Diseases Control,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Livestock Health and Diseases Control (LH&DC) scheme is a Centrally Sponsored Scheme (CSS) implemented by the Department of Animal Husbandry and Dairying (DAHD)/ Ministry of Agriculture and Farmers' Welfare/ Government of India.,
C227,Loan Based Schemes For Safai Karamchari - Education Loan Scheme (ELS),central,Any,Any,32,Any,Any,Any,Any,Student,Any,Any,An Education Loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari/ Manual Scavengers/ and their dependents aged 18 years and above.,
C228,Loan Based Schemes For Safai Karamchari - General Term Loan (GTL),central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,A general term loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari/ Manual Scavengers/ and their dependants aged 18 years and above.,
C229,Loan Based Schemes For Safai Karamchari - Sanitary Marts Scheme,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,A  contributory Loan scheme by Ministry of Social justice and Empowerment for individual beneficiaries/self help groups of Liberated Safai Karamchari/ Manual Scavengers and their dependants aged 18 years and above/ for setting up A Sanitary Marts (SM) is a one-stop-shop for all things for sanitation,
C230,Loan Based Schemes For Safai Karamchari - Swachhta Udyami Yojana – Swachhta Se Sampannta Ki Aur,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,A general term loan scheme by the Ministry of Social justice and Empowerment for Safai Karamchari/ Manual Scavengers and their dependants aged 18 years and above for procurement of sanitation-related vehicles.,
C231,Loan based Scheme for Pay and Use Community Toilets,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,The “Pay and Use” Community Toilets Scheme under Swachhta Udyami Yojana by NSKFDC offers concessional loans to Safai Karamcharis and their dependents for setting up public toilet units/ promoting sanitation/ livelihood/ and dignity.,
C232,Long Term Fellowship under the Human Resource Development Programme for Health Research,central,Any,Any,45,Any,Any,Any,Any,Any,Any,Postgraduate,Long Term Fellowship under the Human Resource Development Programme for Health Research aims to provide advanced training in India and abroad to medical and health research personnel in cutting-edge research areas related to medicine and health.,
C233,MANAGE Internship Programme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,MANAGE Internship Programme is open to students from the disciplines of Extension Education/ Economics/ Sociology/ Psychology/ MSW/ Journalism/ Communication/ and Environmental Science. The internships are open year-round/ and the duration ranges from 3 months upto 6 months.,
C234,MSME Sustainable (ZED) Certification Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,MSME Sustainable (ZED) Certification Scheme is an extensive drive to create awareness amongst MSMEs about Zero Defect Zero Effect (ZED) practices and motivate and incentivize them for ZED Cerficaon while also encouraging them to become MSME Champions.,
C235,Mahatma Gandhi National Rural Employment Guarantee Act,central,Any,18,Any,Any,Any,Any,Any,Un-employed,Any,Any,An employment scheme by the MoRD/ providing provide at least 100 days of guaranteed wage employment in a financial year to every rural household whose adult members volunteer to do unskilled work. Any Indian citizen above the age of 18 years and residing in a rural area can apply to this scheme.,
C236,Mahila Samman Savings Certificate,central,Any,Any,Any,Any,Any,Female,Any,Any,Any,Any,The scheme “Mahila Samman Savings Certificate” was launched by the Department of Economic Affairs/ Ministry of Finance to provide financial security to every girl and woman in India.,
C237,Mahila Samriddhi Yojana,central,Any,18,50,0,300000,Female,Any,Self-employed,Any,Any,This is a micro-financing programme aiming towards the empowerment of women from underprivileged backgrounds or economically backward areas. Through this scheme/ these women can apply for a loan at a nominal interest rate to fulfil their dreams and goals and gain financial independence.,
C238,Marketing Development Assistance Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The Marketing Development Assistance (MDA) Scheme under the Overseas Promotion & Publicity (OPP) Scheme aims to support the promotion and marketing of Indian tourism in overseas markets.,
C239,Mass Communication Internship Programme,central,Any,Any,25,Any,Any,Any,Any,Student,Any,Graduate,The Mass Communication Internship Programme by the Department of Water Resources/ River Development/ and Ganga Rejuvenation. The intern program will offer work culture and environment knowledge about the functioning of the Government and its departments in information/ education/ and communication.,
C240,Maulana Azad National Fellowship For Minority Students,central,Any,Any,Any,0,800000,Any,Any,Student,Any,Postgraduate,Maulana Azad National Fellowship For Minority Students was launched in 2009 by the Ministry of Minority Affairs for providing financial aid to students for their higher studies.,
C241,Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,central,Any,Any,Any,0,250000,Any,Any,Student,Any,Graduate,A scholarship scheme by the Ministry of Minority Affairs for students from minority communities pursuing technical and professional courses at undergraduate and postgraduate levels in a listed institute. A total of 60/000 scholarships are targeted to be distributed as ‘Fresh’ Scholarships.,
C242,Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects,central,Any,17,22,Any,Any,Any,Any,Student,Any,Graduate,The scheme of "Merit·cum·Means Scholarships For Under Graduate Studies In Various Branches Of Agriculture And Animal Science Subjects" was introduced by ICAR with a view to attracting meritorious undergraduate students to prosecute their studies up to graduation level.,
C243,Micro Credit Finance (NSFDC),central,Any,18,Any,0,300000,Any,Any,Self-employed,Any,Any,The scheme is implemented by the National Scheduled Castes Finance & Development Corporation/ Ministry of Social Justice & Empowerment/ Govt. of India. Under this scheme/ loans are provided to individuals from the SC community for units costing up to ₹1/40/000/- for income-generating activities.,
C244,Mission Solar Charkha,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “Mission Solar Charkha” a pilot project was implemented by the Ministry of Micro/ Small & Medium Enterprises/ Government of India. The scheme envisages setting up of Solar Charkha Clusters which would mean a focal village and other surrounding villages in a radius of 8 to 10 Kilometres.,
C245,Mission on Integrated Development of Horticulture- NHM and HMNEH,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,In 2014-15/ the Government of India launched Mission for Integrated Development of Horticulture (MIDH) subsuming the ongoing schemes viz./ NHM/ HMNEH/ CDB/ NHB/ CIH and NBM.,
